input_1,input_2,input_3,input_4,input_5,input_6,input_7
0.3737091,0.1756098,0.8048787,0.7562283,-0.1249848,0.5436067,-0.3420371
0.3737133,0.1755979,0.8047093,0.7562944,-0.1250042,0.5435437,-0.3419837
0.3738221,0.1749987,0.7972823,0.7595492,-0.1259907,0.5404486,-0.339303
0.3738739,0.174803,0.7948989,0.7606853,-0.1263356,0.5393522,-0.3383732
0.3740325,0.1739529,0.7862178,0.7647586,-0.1277008,0.5354,-0.3349379
0.3740443,0.1739224,0.7856998,0.7650144,-0.1277688,0.5351457,-0.3347342
0.3740498,0.1739033,0.7853578,0.7651839,-0.1278123,0.5349762,-0.3346009
0.3740543,0.1738766,0.7848508,0.765435,-0.1278734,0.5347247,-0.3344049
0.3739639,0.17363,0.7749656,0.7703459,-0.128756,0.5296629,-0.3308266
0.3737488,0.1738128,0.7661277,0.7748307,-0.1291829,0.5249777,-0.3276391
0.3737435,0.1738195,0.76577,0.7750131,-0.1292022,0.5247861,-0.3275073
0.3737252,0.1738302,0.7648887,0.7754573,-0.1292516,0.5243185,-0.3271853
0.3735154,0.1737968,0.7586956,0.7784431,-0.1296248,0.5211531,-0.324997
0.3734129,0.1737242,0.7548659,0.7802066,-0.1298898,0.5192554,-0.3236976
0.3731825,0.1734419,0.7453945,0.7841586,-0.1305382,0.5149524,-0.3207474
0.3731616,0.1734245,0.7448384,0.7843694,-0.1305703,0.5147203,-0.3205916
0.3730645,0.1733635,0.7430218,0.7850212,-0.1306581,0.5140042,-0.3201094
0.3727244,0.1731388,0.7348977,0.7877614,-0.1309973,0.5109568,-0.3181109
0.3723469,0.1728107,0.7248158,0.7907176,-0.1313702,0.5076366,-0.3159314
0.3722025,0.1726713,0.7208749,0.7919752,-0.1315478,0.5062149,-0.3149871
0.3721277,0.1725296,0.7174695,0.7930847,-0.1317476,0.5049477,-0.314145
0.372064,0.1724037,0.7149138,0.7939061,-0.1319081,0.5040051,-0.3135159
0.3719562,0.172196,0.7113356,0.7950119,-0.132142,0.5027232,-0.3126719
0.3718313,0.1718539,0.7048945,0.7969288,-0.1325469,0.5004767,-0.3112211
0.3716165,0.1710355,0.6948691,0.7996502,-0.13336,0.497209,-0.3091244
0.3714232,0.1703532,0.6881494,0.8015196,-0.1340229,0.4949233,-0.3076607
0.3713458,0.1700471,0.6849185,0.8025664,-0.1343628,0.4936469,-0.3068331
0.3711953,0.169465,0.6793365,0.8044648,-0.1350146,0.491317,-0.3053106
0.3711645,0.1693122,0.6780262,0.8049162,-0.1351889,0.4907561,-0.304946
0.3711538,0.16926,0.6775941,0.805064,-0.1352479,0.4905715,-0.3048267
0.3710921,0.168925,0.674995,0.8059489,-0.1356141,0.4894634,-0.3041062
0.3708472,0.1671851,0.6649739,0.8091498,-0.1374049,0.4853391,-0.3014009
0.3708415,0.1670048,0.6641036,0.8094294,-0.1375942,0.4849732,-0.3011525
0.3708328,0.1649858,0.6560857,0.8119391,-0.1396897,0.4815732,-0.2988791
0.370839,0.1646742,0.6549871,0.8122967,-0.1400177,0.4810774,-0.2985525
0.3708424,0.1623244,0.6468354,0.8150541,-0.1425069,0.4772097,-0.2960561
0.3708491,0.1617251,0.6447852,0.8157803,-0.1431607,0.4761753,-0.2954058
0.370852,0.1613138,0.6434243,0.8162614,-0.1436062,0.4754851,-0.2949715
0.3708594,0.1609654,0.6422665,0.8166777,-0.1439872,0.4748875,-0.2945956
0.3709057,0.1600242,0.6392361,0.8177984,-0.1450345,0.4732654,-0.2935816
0.3709711,0.158559,0.6347968,0.8195001,-0.1466744,0.470768,-0.2920334
0.3713378,0.1549111,0.6254444,0.8232551,-0.1508518,0.465052,-0.2884811
0.3713508,0.1548072,0.6252163,0.823346,-0.1509703,0.4649092,-0.2883896
0.3713641,0.1547027,0.624987,0.8234376,-0.1510896,0.4647653,-0.2882972
0.371645,0.1528186,0.6210628,0.825007,-0.1532635,0.4622767,-0.2866591
0.3719371,0.1512095,0.6180999,0.8261654,-0.1551241,0.4603886,-0.2853577
0.3720384,0.1506867,0.6171904,0.8265168,-0.1557307,0.4598068,-0.2849474
0.3722932,0.149335,0.6149906,0.8273412,-0.1572878,0.4584106,-0.2839482
0.3729408,0.1458709,0.6096002,0.8293127,-0.1612759,0.4549464,-0.2815204
0.373118,0.1449026,0.608144,0.8298299,-0.1623917,0.4540031,-0.2808775
0.3735292,0.1426455,0.6048751,0.8309671,-0.1649919,0.4518716,-0.2794328
0.3735563,0.1425003,0.6046726,0.8310359,-0.1651593,0.4517396,-0.279343
0.3749573,0.1348665,0.5951224,0.8340098,-0.17393,0.4455322,-0.275094
0.3749877,0.1347144,0.5949484,0.8340598,-0.1741053,0.4454177,-0.2750169
0.3750182,0.1345621,0.5947753,0.8341093,-0.1742811,0.4453036,-0.2749403
0.3751113,0.1341044,0.5942601,0.8342551,-0.1748099,0.4449639,-0.2747121
0.3751743,0.1337977,0.5939198,0.83435,-0.1751642,0.4447394,-0.2745616
0.3756408,0.1315409,0.5914709,0.8350086,-0.1777723,0.4431276,-0.2734874
0.3769829,0.1251621,0.5852384,0.8363516,-0.1851054,0.4390429,-0.2710959
0.3770431,0.1248936,0.5849933,0.836392,-0.1854139,0.4388839,-0.2710179
0.3791089,0.1162441,0.5787628,0.8365435,-0.195054,0.435172,-0.2697668
0.3793057,0.1154716,0.5784152,0.8364506,-0.1958821,0.4349919,-0.2697454
0.3794468,0.1149217,0.5781888,0.8363752,-0.196473,0.4348724,-0.2697422
0.3814794,0.1072491,0.5763842,0.8349873,-0.2046864,0.4336455,-0.2699097
0.3815702,0.1069132,0.5763592,0.8349073,-0.2050424,0.4336162,-0.2699337
0.3821246,0.1048956,0.576262,0.8343994,-0.2071762,0.4334814,-0.2700918
0.3841359,0.09746069,0.5761591,0.8323301,-0.2150709,0.433188,-0.2707755
0.3847894,0.09493414,0.5760974,0.831615,-0.217764,0.4330743,-0.2710015
0.3850145,0.09404526,0.5760797,0.8313599,-0.218704,0.4330344,-0.271091
0.3864857,0.08797449,0.5759939,0.82958,-0.2250298,0.4328282,-0.2716947
0.3871904,0.08487779,0.575938,0.8286558,-0.2282374,0.4327346,-0.2719889
0.3885252,0.07811975,0.5759197,0.826534,-0.2350908,0.4326574,-0.2727294
0.3890532,0.0749242,0.5760132,0.8254587,-0.2382478,0.4327513,-0.2730979
0.3892518,0.07361183,0.5760677,0.8249972,-0.2395564,0.4328058,-0.27326
0.3900297,0.06808821,0.5763448,0.822993,-0.2450675,0.4330498,-0.2740293
0.3903962,0.06499343,0.5765784,0.8218096,-0.2481073,0.4332667,-0.2745026
0.3907243,0.06170679,0.5768329,0.820525,-0.2513292,0.4335266,-0.2750031
0.391083,0.05785417,0.5770912,0.8190089,-0.255134,0.4337967,-0.2755923
0.3913195,0.0548645,0.5773348,0.8177883,-0.2580749,0.43403,-0.2761111
0.3917222,0.04822458,0.5779779,0.8149601,-0.2645719,0.4346602,-0.2773302
0.3917472,0.04766823,0.5780344,0.8147181,-0.2651137,0.4347197,-0.277431
0.3918485,0.04505606,0.5783094,0.8135701,-0.2676469,0.4350076,-0.2779149
0.3918549,0.04487135,0.5783294,0.8134883,-0.2678255,0.4350282,-0.2779501
0.392035,0.03725474,0.5792868,0.8100058,-0.275139,0.4360364,-0.2793938
0.3920754,0.03488471,0.5795663,0.8089167,-0.2774147,0.4363686,-0.2797802
0.3921557,0.02692625,0.5804374,0.805234,-0.2850475,0.4374783,-0.2809954
0.3921537,0.02629135,0.5805082,0.8049349,-0.2856532,0.4375723,-0.2810906
0.3921443,0.0248126,0.5806782,0.8042341,-0.2870612,0.4377982,-0.2813112
0.3920813,0.01639725,0.5814948,0.8002792,-0.2950943,0.4389847,-0.282426
0.3920718,0.0148694,0.5816193,0.7995662,-0.2965561,0.4391751,-0.2826185
0.3919748,0.005909591,0.5822398,0.7953699,-0.3051383,0.4402487,-0.2836508
0.3919645,0.005019633,0.582285,0.7949549,-0.3059923,0.4403466,-0.2837431
0.3919618,0.004796257,0.5822959,0.7948508,-0.3062065,0.440371,-0.2837661
0.3918152,-0.004601972,0.5827707,0.7903993,-0.3151944,0.4414002,-0.2847575
0.3918064,-0.005034682,0.5827952,0.7901904,-0.3156066,0.4414501,-0.2848035
0.3917635,-0.007194751,0.5829109,0.7891478,-0.3176645,0.4416992,-0.2850199
0.3917538,-0.01500541,0.5831574,0.7854465,-0.3251488,0.4424079,-0.2857046
0.3917673,-0.01603704,0.5831999,0.784952,-0.3261335,0.4424968,-0.285803
0.3920269,-0.02518031,0.5835081,0.7806311,-0.3348765,0.4431651,-0.2864909
0.3920338,-0.02539373,0.583516,0.7805292,-0.3350795,0.44318,-0.2865078
0.3924787,-0.03509594,0.5842511,0.7757226,-0.3441519,0.444058,-0.2874477
0.3925381,-0.03604265,0.5843731,0.7752365,-0.3450198,0.4441748,-0.2875388
0.3925751,-0.03661495,0.5844467,0.7749432,-0.3455443,0.4442445,-0.2875917
0.3928448,-0.04077341,0.5850069,0.7728159,-0.3493367,0.4447601,-0.2879361
0.3929614,-0.04255254,0.5853134,0.7718797,-0.3509312,0.4450215,-0.2881049
0.3931249,-0.04504933,0.5858313,0.7705219,-0.3531366,0.4454536,-0.2883768
0.3932754,-0.04731858,0.5864006,0.7692439,-0.3551014,0.4459215,-0.2886529
0.3937494,-0.05452755,0.5887893,0.7649735,-0.3611078,0.4477963,-0.2896459
0.3937848,-0.05510986,0.5889944,0.7646277,-0.3615867,0.4479509,-0.2897228
0.3940536,-0.05943608,0.5907273,0.7619973,-0.365063,0.4492168,-0.290333
0.3944301,-0.06511147,0.5938561,0.7582402,-0.3693019,0.451452,-0.2913396
0.3945578,-0.06694919,0.5950317,0.7569831,-0.3706071,0.4522574,-0.291702
0.3947509,-0.06976976,0.5970363,0.7549749,-0.3725339,0.4536445,-0.2922975
0.3949454,-0.07243583,0.5991073,0.7530239,-0.3742832,0.4550658,-0.2928857
0.3950018,-0.07317207,0.5997357,0.7524679,-0.3747467,0.4554962,-0.2930528
0.3950356,-0.07360587,0.6001267,0.7521332,-0.3750118,0.4557658,-0.293154
0.3951519,-0.07502239,0.6015094,0.7510013,-0.3758378,0.4567286,-0.2934993
0.3954439,-0.07827528,0.6050599,0.7482977,-0.3776,0.4591794,-0.2943176
0.395693,-0.08106808,0.6084927,0.7458552,-0.3789768,0.4615613,-0.2950208
0.3957759,-0.08209823,0.6098092,0.7449423,-0.379464,0.4624652,-0.2952852
0.395971,-0.08476648,0.6135396,0.7424455,-0.3806045,0.4650542,-0.2960392
0.3959885,-0.08501381,0.6139094,0.7422052,-0.3807011,0.4653125,-0.2961117
0.3960395,-0.08574244,0.6150223,0.7414895,-0.3809785,0.466089,-0.296327
0.3964823,-0.09127147,0.6250413,0.7355755,-0.3825305,0.4730211,-0.2980768
0.3965343,-0.09180039,0.6261938,0.7349465,-0.382613,0.4738152,-0.2982611
0.3966188,-0.09261439,0.6280576,0.7339481,-0.3827093,0.4750973,-0.2985566
0.3969267,-0.09501449,0.6343011,0.7307079,-0.3827331,0.4794571,-0.2995032
0.3969708,-0.09534049,0.6352272,0.7302371,-0.3827088,0.4801108,-0.2996355
0.3972477,-0.09767111,0.6422882,0.726695,-0.3823925,0.4850896,-0.3006298
0.3973541,-0.09850901,0.6450738,0.7253284,-0.3821982,0.4870494,-0.301008
0.3973762,-0.09871615,0.6457895,0.7249756,-0.3821404,0.4875572,-0.301109
0.3977348,-0.1011308,0.6550288,0.7204979,-0.3811433,0.4941519,-0.3023673
0.3978053,-0.1014876,0.6564642,0.7198119,-0.3809758,0.4951659,-0.3025533
0.3980733,-0.1037126,0.6652323,0.7155057,-0.379967,0.5014386,-0.3037032
0.3981005,-0.1040223,0.666476,0.714888,-0.3798163,0.502334,-0.3038664
0.3981492,-0.104944,0.6702733,0.7129718,-0.3793283,0.5050985,-0.3043951
0.3981513,-0.1050059,0.6705321,0.7128395,-0.3792933,0.5052888,-0.3044326
0.3981883,-0.1059512,0.6745312,0.710781,-0.3787444,0.5082461,-0.3050054
0.3981917,-0.1060877,0.6751114,0.7104781,-0.3786639,0.5086792,-0.305089
0.3982892,-0.1080711,0.6836942,0.7059832,-0.3774333,0.5151076,-0.3062604
0.3983065,-0.1084138,0.6852245,0.7051813,-0.3772054,0.5162511,-0.3064634
0.3983091,-0.1085284,0.6857422,0.7049086,-0.377127,0.5166388,-0.306534
0.3983468,-0.1104588,0.6952028,0.6999771,-0.3755387,0.5236587,-0.3078695
0.3983637,-0.1108309,0.6972623,0.6989198,-0.3751521,0.5251634,-0.3081797
0.3983658,-0.1109884,0.6981576,0.6984587,-0.3749792,0.5258171,-0.3083204
0.3984654,-0.1120718,0.7052056,0.6949103,-0.3734948,0.5308858,-0.3094529
0.3985953,-0.1128117,0.7112643,0.691934,-0.3720626,0.5351665,-0.3104729
0.3987434,-0.1131553,0.7151948,0.6900637,-0.3710243,0.5378934,-0.3111644
0.3991088,-0.1139873,0.7251142,0.6853271,-0.3683975,0.5447522,-0.3128174
0.3991258,-0.1140236,0.7256161,0.6850869,-0.3682601,0.545097,-0.3129045
0.3991347,-0.1140409,0.7258671,0.6849671,-0.3681909,0.5452689,-0.3129485
0.3997109,-0.1143806,0.735201,0.6806893,-0.3654167,0.5515256,-0.3145666
0.3998094,-0.114383,0.7366388,0.6800452,-0.3649504,0.5524774,-0.3148299
0.3998817,-0.1143778,0.7375882,0.6796261,-0.3646381,0.5531019,-0.3150002
0.4001272,-0.1143415,0.7406593,0.6782789,-0.3636135,0.5551158,-0.3155455
0.4005359,-0.1142558,0.7450204,0.6763871,-0.3621409,0.5579571,-0.316288
0.4008364,-0.1142135,0.7481878,0.6749988,-0.3610995,0.5600259,-0.3167881
0.4015538,-0.1139157,0.75511,0.6720701,-0.3586881,0.5644529,-0.3178948
0.4016281,-0.1138637,0.7559825,0.6716978,-0.3583705,0.5650107,-0.318049
0.4025205,-0.1130164,0.7647468,0.6680919,-0.3549567,0.5705246,-0.3196257
0.4025589,-0.1129738,0.7651526,0.6679231,-0.3547963,0.5707808,-0.3196993
0.4031589,-0.1121352,0.7719143,0.6651518,-0.3520414,0.5750206,-0.320922
0.4032191,-0.1120311,0.7724818,0.6649346,-0.3517864,0.575369,-0.3210274
0.403486,-0.1115159,0.7751113,0.6639236,-0.3505802,0.5769817,-0.3215447
0.404017,-0.1095767,0.7851443,0.6598525,-0.3459348,0.583096,-0.323918
0.4040291,-0.1091439,0.7873293,0.6589418,-0.3449177,0.5844351,-0.3244422
0.4040369,-0.1089009,0.7883968,0.6585096,-0.3443981,0.585081,-0.3247076
0.4040375,-0.1086075,0.7896357,0.6580092,-0.3437861,0.5858293,-0.3250211
0.4040036,-0.1072397,0.7951408,0.6557786,-0.3410306,0.589172,-0.326387
0.4039296,-0.1067821,0.7970235,0.6549957,-0.3400909,0.5903132,-0.3268778
0.4034533,-0.1049814,0.8037276,0.6523424,-0.3366597,0.5942391,-0.3286174
0.4033341,-0.1045768,0.8050259,0.6518725,-0.3359668,0.5949617,-0.328951
0.4033176,-0.1045255,0.8051903,0.6518128,-0.3358791,0.5950537,-0.3289925
0.4031104,-0.1039791,0.8070361,0.6511284,-0.3349166,0.5960962,-0.3294414
0.4019434,-0.1015107,0.8151086,0.648444,-0.3307393,0.6002703,-0.3313718
0.400441,-0.09748806,0.8251514,0.6469883,-0.3253761,0.6037074,-0.3332774
0.4003537,-0.097085,0.8259529,0.647008,-0.3249236,0.6038599,-0.3334041
0.3999082,-0.09497345,0.8299362,0.6472451,-0.3226324,0.6044829,-0.3340392
0.3994852,-0.09204099,0.8345678,0.6478249,-0.3196792,0.6050107,-0.3347991
0.3994466,-0.0916948,0.8350839,0.6478988,-0.3193384,0.6050636,-0.3348855
0.3994002,-0.09122573,0.8357633,0.6480063,-0.3188829,0.605125,-0.3350004
0.3990378,-0.08706407,0.8416545,0.6490571,-0.3149043,0.605546,-0.3359672
0.3988849,-0.08494531,0.844501,0.6497238,-0.3129639,0.6056242,-0.3363508
0.3988781,-0.08442284,0.8451389,0.6499254,-0.3125088,0.6056033,-0.3364219
0.3989831,-0.07599502,0.8551331,0.6530566,-0.3053141,0.6054254,-0.337284
0.3989846,-0.07557837,0.855598,0.6531756,-0.3049568,0.6054512,-0.3373303
0.3989735,-0.07488711,0.8563891,0.6533504,-0.3043539,0.6055166,-0.3374186
0.3983753,-0.0677303,0.8651341,0.6540228,-0.2977692,0.6073376,-0.3387155
0.3979991,-0.06488544,0.8687407,0.6539476,-0.2950786,0.6084322,-0.3392514
0.3979834,-0.06476369,0.8688923,0.6539424,-0.2949641,0.6084811,-0.3392732
0.3971835,-0.05988746,0.875006,0.6531886,-0.290228,0.6109662,-0.3403415
0.3960551,-0.05489146,0.8813332,0.6513477,-0.2850931,0.6145192,-0.3418096
0.3960277,-0.05476811,0.8814832,0.6512996,-0.2849667,0.6146079,-0.341847
0.3958927,-0.05414398,0.8822247,0.6510653,-0.2843324,0.6150451,-0.3420356
0.3953562,-0.05154122,0.8851224,0.6501876,-0.2817347,0.6167279,-0.342824
0.3949879,-0.04979187,0.8870276,0.649611,-0.280002,0.6178293,-0.3433529
0.39417,-0.04497926,0.8916724,0.6483958,-0.275414,0.6204084,-0.3447076
0.394087,-0.04438785,0.8921864,0.6482867,-0.2748712,0.6206771,-0.3448621
0.3940102,-0.04379268,0.8926874,0.6481899,-0.2743311,0.6209335,-0.3450126
0.3936946,-0.040828,0.8950585,0.6478203,-0.2716951,0.6220907,-0.3457073
0.3931723,-0.03484373,0.899343,0.6473974,-0.266534,0.624016,-0.3470449
0.3930691,-0.03292833,0.9005366,0.6473856,-0.2649435,0.624491,-0.34743
0.3929825,-0.03014988,0.9020726,0.6475156,-0.2627031,0.6250131,-0.34795
0.3928379,-0.0249196,0.9046494,0.6479287,-0.2585672,0.6257812,-0.3488968
0.3928065,-0.02412099,0.905057,0.6479665,-0.2579279,0.6259185,-0.3490537
0.3926969,-0.02030834,0.9068967,0.6481282,-0.2548894,0.6265747,-0.3498069
0.3926054,-0.01496899,0.9093149,0.6483093,-0.2506617,0.6275083,-0.3508516
0.3924952,-0.007585274,0.9122921,0.6486954,-0.2449215,0.6286148,-0.3522092
0.3924118,-0.004883127,0.9134358,0.6487788,-0.242814,0.629082,-0.3526801
0.3923016,-0.000902821,0.9150179,0.6489562,-0.2397451,0.6297017,-0.3533464
0.3920215,0.005029029,0.9173614,0.649178,-0.2351223,0.6305335,-0.3545605
0.3920101,0.005265941,0.9174507,0.6491883,-0.2349375,0.6305615,-0.3546144
0.3919395,0.006966116,0.9180905,0.6492637,-0.2336136,0.6307583,-0.3550005
0.3915568,0.0150346,0.9210143,0.6496429,-0.2273564,0.6316011,-0.3568658
0.3913197,0.01815379,0.9221015,0.6497937,-0.2249302,0.6318911,-0.3576144
0.3902748,0.02504946,0.9243065,0.6501704,-0.2194958,0.6323667,-0.3594613
0.3898535,0.0274238,0.9250257,0.65031,-0.2176295,0.6325285,-0.3600587
0.3891121,0.03080263,0.9260597,0.650478,-0.2149593,0.6327928,-0.3608935
0.3881637,0.03509553,0.9271128,0.6508552,-0.2116029,0.6329287,-0.3619568
0.3859448,0.04370623,0.9285712,0.6520303,-0.2048993,0.6326261,-0.3642204
0.3855846,0.04510196,0.9287169,0.6522793,-0.2038213,0.6324986,-0.3646012
0.3851994,0.04665638,0.9288478,0.6525782,-0.2026295,0.6323316,-0.3650201
0.3849874,0.04752622,0.9289131,0.652752,-0.2019652,0.6322304,-0.3652524
0.3831595,0.05508607,0.9293897,0.6543751,-0.1962289,0.6312304,-0.3671998
0.382764,0.05683162,0.9294581,0.6547906,-0.1949189,0.6309596,-0.3676219
0.3825538,0.05781442,0.9294861,0.6550363,-0.1941873,0.6307964,-0.3678517
0.3812353,0.06514219,0.9294887,0.6571776,-0.1888819,0.6293061,-0.369344
0.3804203,0.07090216,0.9291522,0.6593441,-0.1848913,0.627714,-0.3702101
0.3799385,0.07504869,0.9287194,0.6612053,-0.1821202,0.6263018,-0.3706554
0.3796048,0.07853482,0.9282909,0.6629186,-0.1798469,0.6249857,-0.3709263
0.3793287,0.08266862,0.927682,0.6650743,-0.1772119,0.6233082,-0.3711588
0.3792249,0.08506806,0.9272541,0.6663796,-0.1757099,0.6222873,-0.371245
0.3791798,0.08632792,0.927014,0.6670638,-0.1749211,0.6217521,-0.3712853
0.3790031,0.09514972,0.9251989,0.6717326,-0.1694165,0.6180878,-0.3715381
0.3789983,0.09611143,0.9249849,0.6722284,-0.1688155,0.6176965,-0.3715656
0.3789759,0.1021192,0.9235606,0.6750483,-0.1650142,0.6155072,-0.371794
0.3789764,0.1022509,0.9235278,0.675103,-0.16493,0.6154666,-0.3717992
0.3789786,0.1039232,0.9231123,0.6757712,-0.1638552,0.6149767,-0.3718712
0.3789944,0.1050248,0.9228269,0.6762054,-0.1631532,0.6146653,-0.3719059
0.3797661,0.1150546,0.9195825,0.6805776,-0.1570751,0.6116316,-0.3715488
0.380195,0.1185764,0.9184203,0.6821118,-0.1549985,0.6105782,-0.3713399
0.3806803,0.1250575,0.9163762,0.68484,-0.1509675,0.6084028,-0.3715498
0.3806714,0.1254497,0.9162545,0.6850002,-0.1507121,0.6082725,-0.3715711
0.3802961,0.1290651,0.9149804,0.6865548,-0.1483074,0.607026,-0.371708
0.3792474,0.1338454,0.9130821,0.6887076,-0.1449877,0.6052521,-0.3719276
0.3790973,0.1344888,0.9128046,0.6890104,-0.144536,0.6049912,-0.3719674
0.3789747,0.1350287,0.9125551,0.6892763,-0.1441596,0.6047616,-0.3719942
0.3766024,0.1413462,0.9056593,0.6950093,-0.1399548,0.5997039,-0.3711199
0.3764132,0.1417048,0.904948,0.6955415,-0.1397375,0.5992291,-0.3709721
0.374991,0.1440949,0.8994561,0.699566,-0.1383252,0.5956464,-0.3697008
0.3748058,0.1445166,0.898438,0.7003093,-0.1380978,0.5949876,-0.3694391
0.3746208,0.1450236,0.8972359,0.7011886,-0.137834,0.5942064,-0.3691273
0.3742957,0.1460229,0.8949385,0.7028713,-0.1373141,0.5927075,-0.3685304
0.3740008,0.1473437,0.8920284,0.7050095,-0.136645,0.5908047,-0.367749
0.3735735,0.1505539,0.8856287,0.7097475,-0.1349982,0.5865902,-0.3659857
0.3735499,0.1509329,0.884879,0.7103015,-0.1348105,0.5860954,-0.3657726
0.3734828,0.1517923,0.8832006,0.7115367,-0.1343754,0.5849896,-0.3653025
0.3734449,0.1523732,0.8820592,0.7123746,-0.1340816,0.584239,-0.364978
0.3733017,0.1542463,0.8784207,0.715032,-0.1331208,0.581854,-0.3639415
0.3732278,0.1550756,0.8768687,0.7161595,-0.1326792,0.5808404,-0.3635046
0.373175,0.156176,0.8748359,0.7176444,-0.1321048,0.5795035,-0.3629192
0.37307,0.1600935,0.8678406,0.7227262,-0.1300285,0.5749181,-0.360871
0.3730781,0.1616955,0.8649651,0.724806,-0.1291893,0.5730323,-0.3600002
0.373081,0.1619223,0.8645627,0.7250953,-0.1290708,0.5727693,-0.3598788
0.3730747,0.1650491,0.8592233,0.7289083,-0.1273725,0.5692935,-0.3582923
0.3729733,0.1677913,0.85488,0.731952,-0.125786,0.5665117,-0.3570552
0.3728965,0.1691273,0.8528825,0.7333416,-0.1249865,0.5652409,-0.3564979
0.3728793,0.1694935,0.8523384,0.7337208,-0.1247661,0.5648942,-0.3563446
0.3728257,0.1707408,0.8505096,0.7350035,-0.1240163,0.563718,-0.3558252
0.3726199,0.1729043,0.8475536,0.7370998,-0.1226606,0.5617987,-0.3549934
0.372399,0.1749323,0.8449914,0.7389533,-0.1213597,0.5600964,-0.354276
0.3723863,0.1750593,0.8448338,0.7390677,-0.1212787,0.5599909,-0.3542319
0.3715353,0.1817875,0.8373175,0.7445607,-0.1167971,0.5549182,-0.352212
0.371427,0.1824423,0.836674,0.745041,-0.1163412,0.5544734,-0.3520478
0.3711109,0.1844954,0.8346166,0.7465886,-0.114926,0.553038,-0.3514916
0.3710226,0.1851218,0.8339766,0.7470688,-0.1144986,0.5525914,-0.3513128
0.3699842,0.1938983,0.8249099,0.7538191,-0.1085219,0.5462459,-0.3487045
0.3698513,0.1950482,0.8235758,0.7547812,-0.1077452,0.545338,-0.3482852
0.3698172,0.1953512,0.8232116,0.7550419,-0.1075422,0.545092,-0.3481679
0.3697954,0.1955514,0.8229674,0.7552161,-0.1074085,0.5449274,-0.348089
0.3696469,0.1994151,0.8174286,0.7590743,-0.1049661,0.5412372,-0.3461944
0.3697021,0.2007957,0.8148957,0.7607755,-0.1041674,0.5395988,-0.3452577
0.3697309,0.2011829,0.8140884,0.7613095,-0.1039532,0.539082,-0.3449521
0.3699406,0.2031729,0.8080734,0.7650788,-0.1029865,0.5354239,-0.3425918
0.3699697,0.2033664,0.8072506,0.7655694,-0.1029084,0.5349448,-0.3422673
0.370067,0.2038232,0.804991,0.766894,-0.1027504,0.5336486,-0.3413721
0.3700958,0.2050095,0.7955729,0.7718614,-0.1023832,0.5287717,-0.3378584
0.3700811,0.2050615,0.7949631,0.7721462,-0.1023636,0.52849,-0.3376542
0.3697456,0.2054773,0.7883937,0.7750465,-0.102156,0.5256235,-0.3355393
0.3696753,0.2054949,0.7869262,0.7756943,-0.1021722,0.524982,-0.3350417
0.3696682,0.2054948,0.786761,0.7757673,-0.1021758,0.5249095,-0.3349852
0.3695884,0.205478,0.7849114,0.7765868,-0.1022293,0.5240934,-0.3343471
0.3688156,0.2053644,0.7749541,0.7808255,-0.1023586,0.5198227,-0.3310871
0.3681839,0.2053814,0.7662626,0.785098,-0.1025156,0.5154692,-0.3277237
0.368123,0.2053584,0.7652112,0.7856523,-0.1025701,0.5148986,-0.3272752
0.368097,0.2053463,0.7647959,0.785871,-0.1025934,0.5146729,-0.3270979
0.367815,0.2051935,0.7598757,0.7884743,-0.1028797,0.5119761,-0.3249677
0.367664,0.2051249,0.7548421,0.7911699,-0.1031558,0.509146,-0.3227678
0.3673604,0.2050351,0.7475179,0.795063,-0.1035112,0.5050206,-0.3195532
0.3673532,0.2050308,0.7472837,0.7951873,-0.1035245,0.5048874,-0.3194501
0.3673175,0.2049998,0.7456214,0.7960727,-0.1036248,0.503935,-0.3187159
0.3673017,0.2049833,0.7449153,0.7964475,-0.1036703,0.5035302,-0.3184041
0.3671303,0.2046662,0.7371651,0.8004962,-0.1042618,0.4991253,-0.3149744
0.3671262,0.2045602,0.7349584,0.8016455,-0.1044569,0.4978579,-0.3139911
0.367067,0.2042321,0.7298337,0.8042785,-0.1049533,0.4949387,-0.3116983
0.3670592,0.2041907,0.7292466,0.8045801,-0.1050129,0.4946034,-0.3114323
0.3670439,0.2041145,0.7282305,0.8050996,-0.1051202,0.4940252,-0.3109714
0.3670073,0.2038146,0.7248495,0.8068146,-0.1055188,0.4921156,-0.3094152
0.3668882,0.2025308,0.7153363,0.8115233,-0.1070028,0.4868405,-0.3049041
0.3668847,0.2024604,0.7148811,0.8117456,-0.1070815,0.4865899,-0.3046845
0.3668441,0.2019268,0.7118186,0.8132254,-0.1076559,0.4849157,-0.3032019
0.3667257,0.2010972,0.7078835,0.8150821,-0.1084814,0.4828093,-0.3012776
0.3666308,0.2003517,0.7048993,0.816464,-0.1092081,0.4812298,-0.2997962
0.366233,0.1973049,0.695233,0.8207946,-0.1120629,0.4761915,-0.2949232
0.3662175,0.1971849,0.6948904,0.8209453,-0.1121735,0.4760124,-0.2947506
0.366138,0.196449,0.6928587,0.8218337,-0.1128569,0.474949,-0.2937281
0.3659681,0.1949907,0.6893931,0.8232991,-0.1141834,0.4731886,-0.2919475
0.3659144,0.1940884,0.6874088,0.8241242,-0.1150269,0.4721879,-0.2909063
0.3658456,0.1929098,0.6851146,0.8250478,-0.1161164,0.4710619,-0.2896782
